Unnamed: 0,Drug_ID,Drug,property,canonical_smiles
221,221,O=CNc1nc(-c2ccc([N+](=O)[O-])s2)cs1,1,O=CNc1nc(-c2ccc([N+](=O)[O-])s2)cs1
222,222,Cn1c(NO)nc2c3cccnc3ccc21,1,Cn1c(NO)nc2c3cccnc3ccc21
223,223,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,1,Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3
224,224,Cn1c2ccccc2c2ccccc21,1,Cn1c2ccccc2c2ccccc21
225,225,CC(C)=CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,1,CC(C)=CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O
226,226,c1cnccn1,1,c1cnccn1
227,227,O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,1,O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O
228,228,Cc1ccc2nc3c(c(C)c2c1)C(O)C(O)c1ccccc1-3,1,Cc1ccc2nc3c(c(C)c2c1)C(O)C(O)c1ccccc1-3
229,229,Oc1cc2c3ccccc3cc3ccc4cccc1c4c32,1,Oc1cc2c3ccccc3cc3ccc4cccc1c4c32
230,230,O=Cc1cccc(Cl)c1Cl,1,O=Cc1cccc(Cl)c1Cl
231,231,O=[P@@]1(N(CCCl)CCCl)NCCCO1,1,O=P1(N(CCCl)CCCl)NCCCO1
232,232,O=[N+]([O-])c1ccc2ccc3c(O)ccc4c5ccccc5c1c2c34,1,O=[N+]([O-])c1ccc2ccc3c(O)ccc4c5ccccc5c1c2c34
233,233,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,1,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1
234,234,NNCCO,1,NNCCO
235,235,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,1,ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl
236,236,CCCCCCC(CCCC)COc1ccc(-c2ccc(-c3ccc(-c4ccc(OCC(CCCC)CCCCCC)cc4)cc3)cc2)cc1,1,CCCCCCC(CCCC)COc1ccc(-c2ccc(-c3ccc(-c4ccc(OCC(CCCC)CCCCCC)cc4)cc3)cc2)cc1
237,237,C[C@H](CCl)OP(=O)(O[C@H](C)CCl)O[C@H](C)CCl,1,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl
238,238,CC(=O)OCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CC(F)C4=CC(=O)C(Br)=CC4(C)C3(F)C(O)CC21C
239,239,C/C=C(\Cl)C=O,1,CC=C(Cl)C=O
240,240,CC(C)(c1ccc(OC[C@H]2CO2)cc1)c1ccc(OC[C@H]2CO2)cc1,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
241,241,CN(C)N=Nc1nc[nH]c1C(N)=O,1,CN(C)N=Nc1nc[nH]c1C(N)=O
242,242,O=C1c2ccc(O)cc2-c2ccc(O)c3cccc1c23,1,O=C1c2ccc(O)cc2-c2ccc(O)c3cccc1c23
243,243,O=C(Cn1c(=O)sc2ccccc21)OCc1ccccc1,1,O=C(Cn1c(=O)sc2ccccc21)OCc1ccccc1
244,244,OCc1ccco1,1,OCc1ccco1
245,245,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO
246,246,O=C(O)[C@]1(O)C[C@H](O)[C@@H](O)[C@H](O)C1,1,O=C(O)C1(O)CC(O)C(O)C(O)C1
247,247,CCOC(=O)CC(C)C,1,CCOC(=O)CC(C)C
248,248,NC(CSC(F)(F)C(Cl)Cl)C(=O)O,1,NC(CSC(F)(F)C(Cl)Cl)C(=O)O
249,249,CCCc1ccc2c(c1)OCO2,1,CCCc1ccc2c(c1)OCO2
250,250,c1ccc2ncccc2c1,1,c1ccc2ncccc2c1
251,251,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,1,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
252,252,C[C@@H](O)CCC(=O)c1ccoc1,1,CC(O)CCC(=O)c1ccoc1
253,253,Cc1cc2c(c3ccc4c(c13)C=CC(O)C4O)CCC2,1,Cc1cc2c(c3ccc4c(c13)C=CC(O)C4O)CCC2
254,254,c1ccc(Cc2ccccc2OCC2CO2)cc1,1,c1ccc(Cc2ccccc2OCC2CO2)cc1
255,255,CCCCCCCCCCCCCCN(OC(C)=O)c1ccc2c(c1)Cc1ccccc1-2,1,CCCCCCCCCCCCCCN(OC(C)=O)c1ccc2c(c1)Cc1ccccc1-2
256,256,CC1=CC(=O)CC(C)(C)C1,1,CC1=CC(=O)CC(C)(C)C1
257,257,CCCCCCCCCCCCCCCCCC(=O)O,1,CCCCCCCCCCCCCCCCCC(=O)O
258,258,OCC#CCO,1,OCC#CCO
259,259,COc1cc2c(c3c(C)cc4ccccc4c13)CCC2=O,1,COc1cc2c(c3c(C)cc4ccccc4c13)CCC2=O
260,260,[N-]=[N+]=NCC(O)Cn1cnc2c(N)ncnc21,1,[N-]=[N+]=NCC(O)Cn1cnc2c(N)ncnc21
261,261,CC/C=C/C=C/C=C/C=C/C=O,1,CCC=CC=CC=CC=CC=O
262,262,Clc1cccc(Cl)c1Cl,1,Clc1cccc(Cl)c1Cl
263,263,O=NN1CCC[C@@H]1c1cccnc1,1,O=NN1CCCC1c1cccnc1
264,264,O=C(Cl)c1ccc(C(=O)Cl)cc1,1,O=C(Cl)c1ccc(C(=O)Cl)cc1
265,265,COc1cc(C=O)ccc1O,1,COc1cc(C=O)ccc1O
266,266,NC(=O)N(c1ccccc1)c1ccc(C(=O)O)cc1,1,NC(=O)N(c1ccccc1)c1ccc(C(=O)O)cc1
267,267,Sc1nc2ccccc2[nH]1,1,Sc1nc2ccccc2[nH]1
268,268,CC(=O)c1ccncc1,1,CC(=O)c1ccncc1
269,269,Nc1nc2cc(Cl)ccc2[nH]1,1,Nc1nc2cc(Cl)ccc2[nH]1
270,270,O=C(O)CCCCC(=O)O,1,O=C(O)CCCCC(=O)O
271,271,N#CCCC(Br)(C#N)CBr,1,N#CCCC(Br)(C#N)CBr
272,272,CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34,1,CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34
273,273,CC(C)(C)c1ccc(-c2ccc(N=O)cc2)cc1,1,CC(C)(C)c1ccc(-c2ccc(N=O)cc2)cc1
274,274,COS(=O)(=O)OC,1,COS(=O)(=O)OC
275,275,Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,1,Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O
276,276,C1CC2OC2C1OC1CCC2OC12,1,C1CC2OC2C1OC1CCC2OC12
277,277,C(CC[C@H]1CO1)C[C@H]1CO1,1,C(CCC1CO1)CC1CO1
278,278,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,1,COc1cc2c(CCNC(C)=O)c[nH]c2cc1O
279,279,Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,1,Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1
280,280,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3O,1,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3O
281,281,CC(=O)N(C)N=O,1,CC(=O)N(C)N=O
282,282,CSCNc1ccccc1C(C)=O,1,CSCNc1ccccc1C(C)=O
283,283,Oc1ncc(F)c(O)n1,1,Oc1ncc(F)c(O)n1
284,284,N=c1cc2oc3cc(N)ccc3nc-2c2ccccc12,1,N=c1cc2oc3cc(N)ccc3nc-2c2ccccc12
285,285,Cc1ccc2cc3c4c(ccc3c3c2c1CC3)[C@@H](O)[C@H](O)C=C4,1,Cc1ccc2cc3c4c(ccc3c3c2c1CC3)C(O)C(O)C=C4
286,286,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O
287,287,c1ccc2ccccc2c1,1,c1ccc2ccccc2c1
288,288,CCCCN(CC(O)CCO)N=O,1,CCCCN(CC(O)CCO)N=O
289,289,OCC(O)CCl,1,OCC(O)CCl
290,290,CC(=O)O[C@@H](c1ccc2c(c1)OCO2)[C@@H]1CO1,1,CC(=O)OC(c1ccc2c(c1)OCO2)C1CO1
291,291,Cc1cc2ccccc2c2ccc3ccccc3c12,1,Cc1cc2ccccc2c2ccc3ccccc3c12
292,292,CCCCOc1ccc(/C=N/c2ccc(CC)cc2)cc1,1,CCCCOc1ccc(C=Nc2ccc(CC)cc2)cc1
293,293,CCCCOS(C)(=O)=O,1,CCCCOS(C)(=O)=O
294,294,COc1nsc2ccc([N+](=O)[O-])cc12,1,COc1nsc2ccc([N+](=O)[O-])cc12
295,295,N=c1ccn2c(n1)O[C@@H]1[C@@H]2O[C@H](CO)[C@H]1O,1,N=c1ccn2c(n1)OC1C(O)C(CO)OC12
296,296,CSCCl,1,CSCCl
297,297,C1=CC23CCCC2(C=C1)O3,1,C1=CC23CCCC2(C=C1)O3
298,298,CC(=O)OCCOCCOCCOC(C)=O,1,CC(=O)OCCOCCOCCOC(C)=O
299,299,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
300,300,CC(C)(C)O,1,CC(C)(C)O
301,301,O=C(Cl)OCCCl,1,O=C(Cl)OCCCl
302,302,O=C(Nc1ccccc1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O,1,O=C(Nc1ccccc1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O
303,303,COC(=O)c1oc(N(O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1,1,COC(=O)c1oc(N(O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1
304,304,c1ccc2c(c1)-c1cc3c(ccc4ccccc43)nc1C1OC21,1,c1ccc2c(c1)-c1cc3c(ccc4ccccc43)nc1C1OC21
305,305,CCc1cc(O)cc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,1,CCc1cc(O)cc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
306,306,O=Cc1ccc2ccc3cccc4ccc1c2c34,1,O=Cc1ccc2ccc3cccc4ccc1c2c34
307,307,N#Cc1ccccc1,1,N#Cc1ccccc1
308,308,CC(=O)ON(OCc1ccc(C)cc1)C(=O)c1ccccc1,1,CC(=O)ON(OCc1ccc(C)cc1)C(=O)c1ccccc1
309,309,O=C(O)c1ccc(Cl)c(Cl)c1,1,O=C(O)c1ccc(Cl)c(Cl)c1
310,310,OC1c2ccc3c4c5c(cccc5cc3c2C2OC2C1O)C=C4,1,OC1c2ccc3c4c5c(cccc5cc3c2C2OC2C1O)C=C4
311,311,Cc1c2ccccc2c(CCl)c2ccccc12,1,Cc1c2ccccc2c(CCl)c2ccccc12
312,312,Nc1ccc(Cl)c(N)c1,1,Nc1ccc(Cl)c(N)c1
313,313,CCCCC(S)(CCC)CCCC,1,CCCCC(S)(CCC)CCCC
314,314,C=CC(=O)OCC(CC)CCCC,1,C=CC(=O)OCC(CC)CCCC
315,315,O=[N+]([O-])c1ccnc2ccccc12,1,O=[N+]([O-])c1ccnc2ccccc12
316,316,OCc1ccc(F)cc1,1,OCc1ccc(F)cc1
317,317,Cc1nc(N)cc2[nH]c3ccccc3c12,1,Cc1nc(N)cc2[nH]c3ccccc3c12
318,318,CC(C)CC(=O)Nc1snc2ccc(Cl)cc12,1,CC(C)CC(=O)Nc1snc2ccc(Cl)cc12
319,319,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1
320,320,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
321,321,CS(=O)(=O)c1ccc(Cl)cc1,1,CS(=O)(=O)c1ccc(Cl)cc1
322,322,CCOP(=O)(OCC)Oc1cc(-c2ccccc2)on1,1,CCOP(=O)(OCC)Oc1cc(-c2ccccc2)on1
323,323,Cc1cc(C(O)c2ncc([N+](=O)[O-])n2C)c(O)c(C(C)(C)C)c1,1,Cc1cc(C(O)c2ncc([N+](=O)[O-])n2C)c(O)c(C(C)(C)C)c1
324,324,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,1,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
325,325,Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc21,1,Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc21
326,326,c1ccc2c(c1)c1ccccc1c1ccccc21,1,c1ccc2c(c1)c1ccccc1c1ccccc21
327,327,O=[N+]([O-])c1ccc(CCl)cc1,1,O=[N+]([O-])c1ccc(CCl)cc1
328,328,ClC(Br)Br,1,ClC(Br)Br
329,329,c1ccc2c(c1)-c1ccc3c4c1c-2cc1cccc(c14)C1OC31,1,c1ccc2c(c1)-c1ccc3c4c1c-2cc1cccc(c14)C1OC31
330,330,Cc1ccccc1C(=O)O,1,Cc1ccccc1C(=O)O
331,331,CCCCON(OC(C)=O)C(=O)c1ccc(Br)cc1,1,CCCCON(OC(C)=O)C(=O)c1ccc(Br)cc1
332,332,NCCNCCO,1,NCCNCCO
333,333,O=c1c2ccccc2sn1CC1CO1,1,O=c1c2ccccc2sn1CC1CO1
334,334,COC(=O)C1OC1c1ccccc1,1,COC(=O)C1OC1c1ccccc1
335,335,Fc1cc2cccnc2c2cccnc12,1,Fc1cc2cccnc2c2cccnc12
336,336,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2c1,1,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2c1
337,337,C=CCc1ccc2c(c1)OCO2,1,C=CCc1ccc2c(c1)OCO2
338,338,Cc1ccc(C(=O)Cl)cc1,1,Cc1ccc(C(=O)Cl)cc1
339,339,C=CCCCC,1,C=CCCCC
340,340,CC1=CC(=O)C=CC1=O,1,CC1=CC(=O)C=CC1=O
341,341,Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
342,342,Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-]
343,343,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO,1,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO
344,344,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,1,c1ccc(-c2cccc(-c3ccccn3)n2)nc1
345,345,COC(=O)/C(Cl)=C(\OP(=O)(OC)OC)c1cc(Cl)ccc1Cl,1,COC(=O)C(Cl)=C(OP(=O)(OC)OC)c1cc(Cl)ccc1Cl
346,346,O=C(C(F)(F)F)C(F)(F)F,1,O=C(C(F)(F)F)C(F)(F)F
347,347,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,1,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
348,348,CC(C)CO,1,CC(C)CO
349,349,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,1,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO
350,350,Cc1ccc(Cc2ccccc2)cc1,1,Cc1ccc(Cc2ccccc2)cc1
351,351,COc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1,COc1ccc(N)c2c1C(=O)c1ccccc1C2=O
352,352,CC(=O)O[C@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@@H](OC(=O)CC(C)C)[C@H]2[C@@]12CO2,1,CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2C12CO2
353,353,CCCCCN,1,CCCCCN
354,354,CCOc1ccc(NO)cc1,1,CCOc1ccc(NO)cc1
355,355,CC(=O)O[C@@H](C)CN(C[C@H](C)OC(C)=O)N=O,1,CC(=O)OC(C)CN(CC(C)OC(C)=O)N=O
356,356,Sc1ccccc1,1,Sc1ccccc1
357,357,CC1(C)C(=O)N(Cl)C(=O)N1Cl,1,CC1(C)C(=O)N(Cl)C(=O)N1Cl
358,358,c1ccc2c(C3CO3)c3ccccc3cc2c1,1,c1ccc2c(C3CO3)c3ccccc3cc2c1
359,359,C=CC=C,1,C=CC=C
360,360,C=CCBr,1,C=CCBr
361,361,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,1,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12
362,362,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
363,363,Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
364,364,Nc1ncnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1,1,Nc1ncnc2c1ncn2Cc1ccc([N+](=O)[O-])cc1
365,365,Nc1ccc(CO)c([N+](=O)[O-])c1,1,Nc1ccc(CO)c([N+](=O)[O-])c1
366,366,C/C=C/c1cc2c(c(=O)o1)C(=O)C(O)C(C)O2,1,CC=Cc1cc2c(c(=O)o1)C(=O)C(O)C(C)O2
367,367,COc1ccc2cc([N+](=O)[O-])c3ccc(=O)oc3c2c1,1,COc1ccc2cc([N+](=O)[O-])c3ccc(=O)oc3c2c1
368,368,c1ccc(-c2ccccc2OCC2CO2)cc1,1,c1ccc(-c2ccccc2OCC2CO2)cc1
369,369,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C,1,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C
370,370,N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,1,NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O
371,371,C=CCc1ccccc1OCC(O)CNC(C)C,1,C=CCc1ccccc1OCC(O)CNC(C)C
372,372,C[C@]1(c2ccc([N+](=O)[O-])cc2)CO1,1,CC1(c2ccc([N+](=O)[O-])cc2)CO1
373,373,O=C(O)CCC(=O)OC[C@H](NC(=O)C(Cl)Cl)[C@@H](O)c1ccc([N+](=O)[O-])cc1,1,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1
374,374,Nc1nc2cc(Cl)c(Cl)cc2s1,1,Nc1nc2cc(Cl)c(Cl)cc2s1
375,375,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,1,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
376,376,CCCCC[C@@H](CC)OC(=O)c1cccc(C(=O)O[C@H](CC)CCCCC)c1,1,CCCCCC(CC)OC(=O)c1cccc(C(=O)OC(CC)CCCCC)c1
377,377,Nc1cccc([N+](=O)[O-])c1CO,1,Nc1cccc([N+](=O)[O-])c1CO
378,378,CNN,1,CNN
379,379,C1=Cc2cc3c4ccccc4ccc3c3cccc1c23,1,C1=Cc2cc3c4ccccc4ccc3c3cccc1c23
380,380,CCOC(=O)C1OC1c1ccccc1,1,CCOC(=O)C1OC1c1ccccc1
381,381,CC(=O)c1cccc([N+](=O)[O-])c1,1,CC(=O)c1cccc([N+](=O)[O-])c1
382,382,Nc1ccccc1O,1,Nc1ccccc1O
383,383,COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1,1,COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1
384,384,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,1,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1
385,385,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,1,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO
386,386,CNC[C@@H](O)c1cccc(O)c1,1,CNCC(O)c1cccc(O)c1
387,387,CCCCCC(C)(O)/C=C/C1C(O)CC(=O)C1C/C=C/CCCC(=O)O,1,CCCCCC(C)(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
388,388,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,1,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1
389,389,O=[N+]([O-])c1ccc2ccc3c4ccccc4c([N+](=O)[O-])c4ccc1c2c43,1,O=[N+]([O-])c1ccc2ccc3c4ccccc4c([N+](=O)[O-])c4ccc1c2c43
390,390,COCCOCCOCCOC,1,COCCOCCOCCOC
391,391,NN1C(=O)c2ccccc2C1=O,1,NN1C(=O)c2ccccc2C1=O
392,392,CO[C@@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@H]1O,1,COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O
393,393,CC1=CC2=C(C=O)C(=O)C(C)(O)C(O)C2=CO1,1,CC1=CC2=C(C=O)C(=O)C(C)(O)C(O)C2=CO1
394,394,CC1=C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,CC1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1
395,395,O=c1cc(CO)occ1O,1,O=c1cc(CO)occ1O
396,396,O=[N+]([O-])c1cc(Cl)ccc1Cl,1,O=[N+]([O-])c1cc(Cl)ccc1Cl
397,397,CC1(C)CC(C(=O)NCCCCCCCCCCCC(=O)O)C(C)(C)N1O,1,CC1(C)CC(C(=O)NCCCCCCCCCCCC(=O)O)C(C)(C)N1O
398,398,ClCC(CCl)(CCl)CCl,1,ClCC(CCl)(CCl)CCl
399,399,O=c1oc2cccc(O)c2cc1C1CCc2ccccc2C1,1,O=c1oc2cccc(O)c2cc1C1CCc2ccccc2C1
400,400,CCCON(OC(C)=O)C(=O)c1ccccc1,1,CCCON(OC(C)=O)C(=O)c1ccccc1
401,401,CCCNCCC,1,CCCNCCC
402,402,CCCCCC=[N+]([O-])O,1,
403,403,OCc1cc2c3ccccc3cc3ccc4cccc1c4c32,1,OCc1cc2c3ccccc3cc3ccc4cccc1c4c32
404,404,O=C1OCC(C(Br)Br)=C1Cl,1,O=C1OCC(C(Br)Br)=C1Cl
405,405,C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,1,C=C1C(=O)OC2CC(C)C3CC(O)OC(O)C3(C)CC12
406,406,Cc1cc2nc(N)sc2cc1C,1,Cc1cc2nc(N)sc2cc1C
407,407,Cn1c([N+](=O)[O-])nc2ccccc21,1,Cn1c([N+](=O)[O-])nc2ccccc21
